"Gene","mut.rate","dn.LoF","case.LoF","ctrl.LoF","trans.LoF","ntrans.LoF","dn.mis3","case.mis3","ctrl.mis3","trans.mis3","ntrans.mis3","BF.dn","pval.TADA.dn","qvalue.dn"
"GRK7",2.68e-05,0,2,2,0,0,0,3,17,3,4,0.736694401709995,0.728313851080865,0.932888010747237
"KRT82",2.68e-05,0,1,5,2,2,0,7,19,4,9,0.736694401709995,0.728313851080865,0.932889616708113
"NASP",2.68e-05,0,0,0,0,1,0,6,19,0,0,0.736694401709995,0.728313851080865,0.932891222436662
"SLC9A8",2.68e-05,0,1,1,2,2,0,4,8,0,2,0.736694401709995,0.728313851080865,0.932892827932934
"ZRANB1",2.68e-05,0,0,0,0,0,0,0,2,0,0,0.736694401709995,0.728313851080865,0.932894433196979
"GRHL2",2.681e-05,0,0,1,0,0,0,4,21,3,6,0.736611518919194,0.728364558313317,0.932896038577843
"ADAM7",2.682e-05,0,2,6,1,2,0,5,21,5,8,0.73652864626569,0.728577528689618,0.932897644075461
"KIAA1279",2.682e-05,0,0,5,0,1,0,1,7,6,1,0.73652864626569,0.728577528689618,0.932899249340903
"OXTR",2.682e-05,0,1,2,0,0,0,1,5,2,3,0.73652864626569,0.728577528689618,0.932900854374219
"RTN4RL1",2.682e-05,0,0,0,0,0,0,1,3,0,1,0.73652864626569,0.728577528689618,0.932902459175459
"MTMR7",2.683e-05,0,1,1,0,0,0,3,16,4,5,0.736445783748134,0.728732319188684,0.932904064093464
"PHACTR1",2.683e-05,0,0,0,0,0,0,2,22,0,1,0.736445783748134,0.728732319188684,0.932905668779444
"SHPK",2.683e-05,0,1,7,3,0,0,7,17,8,8,0.736445783748134,0.728732319188684,0.93290727323345
"KLHL5",2.684e-05,0,0,5,0,0,0,2,10,3,5,0.73636293136519,0.728831598612223,0.932908877804205
"RBPJL",2.684e-05,0,1,6,1,1,0,3,27,1,5,0.73636293136519,0.728831598612223,0.932910482143036
"CD44",2.685e-05,0,1,4,2,0,0,3,10,8,5,0.736280089115516,0.728931945556445,0.932912086598578
"SCARB1",2.685e-05,0,1,3,0,0,0,1,17,3,3,0.736280089115516,0.728931945556445,0.932913690822246
"EPB41L5",2.686e-05,0,1,5,0,1,0,5,15,2,5,0.736197256997765,0.729137443287964,0.932915295162585
"PIGZ",2.686e-05,0,1,0,3,1,0,4,17,2,4,0.736197256997765,0.729137443287964,0.9329168992711
"RELA",2.686e-05,0,0,0,0,1,0,1,5,2,1,0.736197256997765,0.729137443287964,0.93291850314784
"SLC28A3",2.686e-05,0,0,5,1,2,0,3,10,2,1,0.736197256997765,0.729137443287964,0.932920106792857
"GFM1",2.687e-05,0,1,5,1,1,0,5,15,6,4,0.736114435010598,0.729237790232186,0.932921710554557
"SLC43A1",2.687e-05,0,0,2,0,0,0,4,17,4,4,0.736114435010598,0.729237790232186,0.932923314084582
"CDC45",2.688e-05,0,0,1,1,1,0,3,18,5,2,0.736031623152679,0.729443287963704,0.932924917731251
"GALNT2",2.688e-05,0,1,2,2,0,0,3,7,5,2,0.736031623152679,0.729443287963704,0.932926521146296
"SLC16A5",2.688e-05,0,2,0,1,0,0,2,7,7,2,0.736031623152679,0.729443287963704,0.932928124329767
"TCTE1",2.688e-05,0,3,3,1,0,0,6,23,12,10,0.736031623152679,0.729443287963704,0.932929727281716
"CYP4F8",2.689e-05,0,0,2,0,0,0,2,5,1,4,0.735948821422657,0.729793434747798,0.932931330350318
"DPP10",2.689e-05,0,0,1,0,0,0,3,15,3,9,0.735948821422657,0.729793434747798,0.932932933187447
"DTL",2.689e-05,0,0,3,0,0,0,0,9,2,1,0.735948821422657,0.729793434747798,0.932934535793152
"LSG1",2.689e-05,0,2,4,0,1,0,4,17,4,6,0.735948821422657,0.729793434747798,0.932936138167485
"MNT",2.689e-05,0,0,0,0,0,0,2,4,3,1,0.735948821422657,0.729793434747798,0.932937740310494
"RSPH4A",2.689e-05,0,0,0,0,2,0,6,19,8,7,0.735948821422657,0.729793434747798,0.932939342222231
"AGAP5",2.69e-05,0,0,0,0,0,0,0,0,0,0,0.7358660298192,0.730098211902856,0.932940944250682
"AGAP6",2.69e-05,0,0,0,0,0,0,0,0,0,0,0.7358660298192,0.730098211902856,0.93294254604791
"C6orf97",2.69e-05,0,0,6,4,3,0,4,6,4,3,0.7358660298192,0.730098211902856,0.932944147613965
"FAM71A",2.69e-05,0,5,3,0,1,0,5,14,1,1,0.7358660298192,0.730098211902856,0.932945748948897
"IMPDH1",2.69e-05,0,1,2,0,0,0,0,8,1,3,0.7358660298192,0.730098211902856,0.932947350052757
"RXFP2",2.69e-05,0,1,3,2,0,0,4,3,2,2,0.7358660298192,0.730098211902856,0.932948950925593
"DTX3L",2.691e-05,0,0,5,0,3,0,0,6,2,1,0.735783248340959,0.73035228182546,0.932950551915205
"NADK",2.691e-05,0,0,6,1,0,0,3,12,1,2,0.735783248340959,0.73035228182546,0.932952152673843
"NSF",2.691e-05,0,0,0,1,0,0,1,2,1,0,0.735783248340959,0.73035228182546,0.932953753201558
"STK32C",2.691e-05,0,1,2,0,1,0,3,21,7,4,0.735783248340959,0.73035228182546,0.932955353498401
"WRAP73",2.691e-05,0,0,1,1,1,0,4,10,4,4,0.735783248340959,0.73035228182546,0.93295695356442
"GAS7",2.692e-05,0,0,2,0,0,0,2,8,1,0,0.735700476986599,0.730404590338938,0.932958553747249
"PPM1E",2.693e-05,0,0,1,0,0,0,2,3,1,0,0.73561771575478,0.730505471043501,0.932960154046824
"WDR75",2.693e-05,0,0,0,1,1,0,6,17,3,2,0.73561771575478,0.730505471043501,0.932961754115625
"DMTF1",2.694e-05,0,0,2,0,0,0,1,7,1,3,0.735534964644156,0.730606351748065,0.932963354301133
"GLYR1",2.694e-05,0,1,1,0,1,0,0,3,3,3,0.735534964644156,0.730606351748065,0.932964954255917
"DDX51",2.696e-05,0,0,3,1,3,0,4,19,7,5,0.735369492781149,0.730812383239925,0.93296655467467
"FAM160B1",2.696e-05,0,0,0,0,0,0,2,9,3,3,0.735369492781149,0.730812383239925,0.932968154862699
"SLC43A2",2.696e-05,0,0,0,1,0,0,0,18,2,0,0.735369492781149,0.730812383239925,0.932969754820053
"RPS6KB2",2.697e-05,0,3,5,0,0,0,6,17,5,10,0.735286772026085,0.730965038697625,0.932971354893971
"ZNF484",2.697e-05,0,1,3,2,3,0,2,13,1,3,0.735286772026085,0.730965038697625,0.932972954737265
"C12orf34",2.698e-05,0,0,0,0,0,0,0,8,3,5,0.73520406138686,0.73106645316253,0.932974554697082
"TGFBR2",2.698e-05,0,1,1,0,1,0,2,13,1,1,0.73520406138686,0.73106645316253,0.932976154426325
"SLC47A2",2.699e-05,0,0,2,1,1,0,3,14,2,4,0.735121360862133,0.731167333867094,0.932977754272053
"TIMM44",2.699e-05,0,0,0,1,1,0,2,6,2,1,0.735121360862133,0.731167333867094,0.932979353887255
"C8orf45",2.7e-05,0,3,9,2,1,0,3,10,0,1,0.73503867045057,0.73142193755004,0.932980953618903
"HNF4A",2.7e-05,0,0,0,0,2,0,2,8,4,3,0.73503867045057,0.73142193755004,0.932982553120075
"KRT6B",2.7e-05,0,0,0,0,0,0,0,12,5,5,0.73503867045057,0.73142193755004,0.932984152390822
"SLC22A4",2.7e-05,0,1,2,0,1,0,3,18,1,3,0.73503867045057,0.73142193755004,0.932985751431192
"ACE2",2.701e-05,0,0,0,0,0,0,0,4,0,0,0.734955990150831,0.731775820656525,0.932987350588018
"AP1M1",2.701e-05,0,0,0,0,0,0,2,2,0,0,0.734955990150831,0.731775820656525,0.932988949514518
"CLK2",2.701e-05,0,0,1,0,0,0,3,10,2,1,0.734955990150831,0.731775820656525,0.932990548210742
"FRMD8",2.701e-05,0,0,0,0,0,0,7,12,0,1,0.734955990150831,0.731775820656525,0.932992146676738
"MME",2.701e-05,0,2,3,1,2,0,3,21,3,3,0.734955990150831,0.731775820656525,0.932993744912557
"OIT3",2.701e-05,0,1,2,0,0,0,7,8,6,1,0.734955990150831,0.731775820656525,0.932995342918248
"UBXN6",2.701e-05,0,0,4,0,1,0,7,19,12,9,0.734955990150831,0.731775820656525,0.932996940693861
"ACSL3",2.702e-05,0,0,0,0,0,0,2,10,2,1,0.734873319961572,0.732030958099813,0.932998538586015
"BRAP",2.702e-05,0,0,2,0,0,0,2,8,3,2,0.734873319961572,0.732030958099813,0.933000136248141
"NR2C2",2.702e-05,0,0,0,0,0,0,3,0,1,0,0.734873319961572,0.732030958099813,0.933001733680288
"PDZD7",2.702e-05,0,1,1,1,0,0,7,18,3,5,0.734873319961572,0.732030958099813,0.933003330882506
"POLK",2.702e-05,0,1,3,1,0,0,7,23,3,3,0.734873319961572,0.732030958099813,0.933004927854844
"CAPN11",2.703e-05,0,0,1,0,0,0,5,22,8,1,0.734790659881458,0.732283426741393,0.933006524943758
"MUS81",2.703e-05,0,3,4,1,0,0,2,12,5,3,0.734790659881458,0.732283426741393,0.933008121802842
"NXF2",2.703e-05,0,0,0,0,0,0,0,0,0,0,0.734790659881458,0.732283426741393,0.933009718432145
"NXF2B",2.703e-05,0,0,0,0,0,0,0,0,0,0,0.734790659881458,0.732283426741393,0.933011314831717
"SPNS2",2.703e-05,0,0,0,0,0,0,0,4,2,1,0.734790659881458,0.732283426741393,0.933012911001609
"LILRB3",2.704e-05,0,0,1,0,0,0,0,6,0,0,0.734708009909154,0.732436082199093,0.93301450728811
"MEX3A",2.704e-05,0,0,0,0,0,0,0,0,0,1,0.734708009909154,0.732436082199093,0.933016103344979
"MTRR",2.704e-05,0,1,5,1,0,0,2,17,10,3,0.734708009909154,0.732436082199093,0.933017699172266
"BUD13",2.705e-05,0,0,0,2,0,0,6,19,4,4,0.734625370043315,0.732741393114492,0.933019295116148
"HHIP",2.705e-05,0,0,0,0,0,0,7,17,7,12,0.734625370043315,0.732741393114492,0.933020890830497
"PLIN3",2.705e-05,0,0,1,0,1,0,3,6,6,3,0.734625370043315,0.732741393114492,0.933022486315362
"RAB11FIP4",2.705e-05,0,0,0,0,0,0,3,13,7,1,0.734625370043315,0.732741393114492,0.933024081570794
"SLC23A1",2.705e-05,0,0,1,0,0,0,4,6,0,3,0.734625370043315,0.732741393114492,0.93302567659684
"ST6GALNAC1",2.705e-05,0,0,0,1,1,0,5,12,6,3,0.734625370043315,0.732741393114492,0.933027271393552
"APCDD1L",2.706e-05,0,0,1,2,0,0,2,14,3,3,0.734542740282611,0.732948492127035,0.933028866306917
"EDEM2",2.706e-05,0,0,3,1,1,0,1,14,4,4,0.734542740282611,0.732948492127035,0.933030460990997
"FAP",2.706e-05,0,0,2,0,0,0,4,13,2,4,0.734542740282611,0.732948492127035,0.93303205544584
"NAALADL2",2.706e-05,0,2,9,2,2,0,11,17,3,3,0.734542740282611,0.732948492127035,0.933033649671496
"RNF139",2.707e-05,0,0,0,0,0,0,1,5,4,1,0.734460120625696,0.733052575393648,0.933035244013817
"SLC22A11",2.707e-05,0,0,0,0,0,0,12,15,6,5,0.734460120625696,0.733052575393648,0.933036838126999
"ABHD15",2.708e-05,0,0,3,1,0,0,1,11,2,1,0.734377511071237,0.733202028289298,0.933038432356806
"ARHGAP36",2.708e-05,0,0,0,0,0,0,0,3,0,0,0.734377511071237,0.733202028289298,0.933040026357523
"FASTKD5",2.709e-05,0,1,1,1,0,0,4,5,3,6,0.734294911617898,0.733405924739792,0.933041620474826
"GOLIM4",2.709e-05,0,2,1,1,3,0,3,27,7,3,0.734294911617898,0.733405924739792,0.93304321436309
"PREPL",2.709e-05,0,1,4,1,0,0,14,38,10,15,0.734294911617898,0.733405924739792,0.933044808022363
"BMP6",2.71e-05,0,0,1,0,0,0,3,15,5,7,0.734212322264339,0.733508940485722,0.933046401798206
"LRCH1",2.71e-05,0,0,1,2,0,0,3,12,3,4,0.734212322264339,0.733508940485722,0.933047995345108
"ADAM28",2.711e-05,0,0,8,0,2,0,5,24,5,7,0.734129743009226,0.733709100613824,0.933049589008541
"CCDC22",2.711e-05,0,0,0,0,0,0,2,0,0,0,0.734129743009226,0.733709100613824,0.933051182443081
"PIGS",2.711e-05,0,1,3,0,1,0,4,16,2,6,0.734129743009226,0.733709100613824,0.933052775648778
"VIM",2.711e-05,0,0,0,0,0,0,1,10,1,3,0.734129743009226,0.733709100613824,0.933054368625682
"PHF21B",2.712e-05,0,0,0,0,1,0,4,16,2,3,0.734047173851217,0.733812116359755,0.933055961719126
"RAF1",2.713e-05,0,0,1,0,0,0,5,9,2,3,0.733964614788977,0.73391353082466,0.933057554929047
"RPUSD2",2.714e-05,0,0,2,0,0,0,3,8,3,2,0.733882065821175,0.733965839338137,0.933059148255381
"FAM83E",2.715e-05,0,0,7,0,0,0,6,13,2,3,0.733799526946468,0.734117427275154,0.933060741698065
"GYS2",2.715e-05,0,3,8,3,1,0,1,11,1,4,0.733799526946468,0.734117427275154,0.933062334912003
"MDGA2",2.715e-05,0,0,3,0,0,0,3,7,2,1,0.733799526946468,0.734117427275154,0.933063927897244
"HOXD3",2.717e-05,0,0,1,0,0,0,3,12,1,2,0.733634479471005,0.734373098478783,0.933065521343763
"HSF5",2.717e-05,0,0,0,0,0,0,1,8,1,4,0.733634479471005,0.734373098478783,0.933067114561584
"TLR6",2.717e-05,0,0,1,0,3,0,1,9,1,1,0.733634479471005,0.734373098478783,0.933068707550758
"ZNF761",2.718e-05,0,0,0,0,0,0,0,0,0,0,0.733551970867575,0.734424339471577,0.933070300656164
"PGBD1",2.719e-05,0,3,6,0,0,0,3,7,5,5,0.733469472351903,0.734627702161729,0.933071893877737
"PSPC1",2.719e-05,0,0,4,0,0,0,3,2,0,0,0.733469472351903,0.734627702161729,0.933073486870711
"USP51",2.719e-05,0,0,0,0,0,0,0,1,0,0,0.733469472351903,0.734627702161729,0.933075079635135
"ADRA2B",2.72e-05,0,0,2,0,0,0,4,9,0,1,0.733386983922648,0.735092073658927,0.933076672515712
"AOAH",2.72e-05,0,0,1,0,0,0,5,20,7,6,0.733386983922648,0.735092073658927,0.933078265167788
"JMY",2.72e-05,0,0,1,0,0,0,6,13,0,2,0.733386983922648,0.735092073658927,0.933079857591412
"PPP1R18",2.72e-05,0,0,0,0,0,0,0,2,0,0,0.733386983922648,0.735092073658927,0.933081449786633
"SLC35F3",2.72e-05,0,0,0,0,0,0,2,15,1,1,0.733386983922648,0.735092073658927,0.933083041753501
"SPDYE3",2.72e-05,0,0,1,0,0,0,2,4,0,0,0.733386983922648,0.735092073658927,0.933084633492065
"TGFB1I1",2.72e-05,0,0,1,0,0,0,2,2,1,0,0.733386983922648,0.735092073658927,0.933086225002373
"USP16",2.72e-05,0,0,1,0,0,0,7,14,4,5,0.733386983922648,0.735092073658927,0.933087816284475
"ZBED5",2.72e-05,0,0,0,0,0,0,0,0,0,0,0.733386983922648,0.735092073658927,0.933089407338419
"ENTPD8",2.721e-05,0,4,20,2,0,0,1,11,1,7,0.733304505578476,0.735194021884174,0.933090998508649
"SYCP1",2.721e-05,0,0,2,0,2,0,2,14,4,3,0.733304505578476,0.735194021884174,0.93309258945077
"ARHGAP25",2.722e-05,0,0,2,0,0,0,1,10,1,2,0.733222037318057,0.735396317053643,0.933094180509136
"FSCB",2.722e-05,0,1,7,3,3,0,2,9,0,0,0.733222037318057,0.735396317053643,0.933095771339443
"PASD1",2.722e-05,0,0,0,0,0,0,0,0,0,0,0.733222037318057,0.735396317053643,0.933097361941739
"FGR",2.723e-05,0,0,1,0,0,0,1,6,1,1,0.73313957914005,0.735600747264478,0.933098952660265
"KPRP",2.723e-05,0,0,2,1,0,0,4,15,5,5,0.73313957914005,0.735600747264478,0.93310054315083
"SLCO6A1",2.723e-05,0,2,0,3,1,0,7,8,2,3,0.73313957914005,0.735600747264478,0.933102133413481
"TULP2",2.723e-05,0,1,0,2,1,0,1,12,3,9,0.73313957914005,0.735600747264478,0.933103723448269
"GOLGA1",2.724e-05,0,1,0,1,0,0,2,15,7,2,0.733057131043124,0.735696824125967,0.933105313599296
"TMEM8B",2.724e-05,0,0,0,0,0,0,4,17,0,3,0.733057131043124,0.735696824125967,0.933106903522508
"N4BP1",2.725e-05,0,0,0,1,0,0,1,8,2,0,0.732974693025945,0.735894849212704,0.933108493561921
"NPLOC4",2.725e-05,0,0,2,0,0,0,2,6,0,0,0.732974693025945,0.735894849212704,0.933110083373567
"RPA1",2.725e-05,0,0,1,0,0,0,5,11,0,1,0.732974693025945,0.735894849212704,0.933111672957495
"TRIM26",2.725e-05,0,0,3,0,0,0,3,5,0,1,0.732974693025945,0.735894849212704,0.933113262313754
"CCDC9",2.726e-05,0,0,5,1,0,0,3,19,7,3,0.732892265087176,0.736049639711769,0.933114851786223
"ESRP1",2.726e-05,0,0,0,0,0,0,0,11,1,0,0.732892265087176,0.736049639711769,0.933116441031072
"ZBTB5",2.726e-05,0,1,0,0,0,0,2,5,4,1,0.732892265087176,0.736049639711769,0.93311803004835
"CHRNB2",2.727e-05,0,0,1,0,1,0,3,18,5,2,0.732809847225487,0.736251401120897,0.933119619181822
"LNX2",2.727e-05,0,0,2,0,0,0,2,13,1,2,0.732809847225487,0.736251401120897,0.933121208087772
"MGAT1",2.727e-05,0,0,0,0,0,0,2,3,2,1,0.732809847225487,0.736251401120897,0.933122796766248
"TEKT5",2.727e-05,0,0,1,0,3,0,9,21,7,10,0.732809847225487,0.736251401120897,0.933124385217298
"ATG7",2.728e-05,0,0,11,0,1,0,3,12,3,4,0.73272743943954,0.736353349346144,0.933125973784553
"IFT88",2.728e-05,0,0,2,0,0,0,6,12,3,8,0.73272743943954,0.736353349346144,0.93312756212443
"SLC2A1",2.729e-05,0,3,5,1,0,0,2,4,1,0,0.732645041728003,0.736405657859621,0.933129150580473
"ASPH",2.73e-05,0,2,8,0,1,0,4,20,10,8,0.732562654089546,0.736658660261543,0.933130739152617
"EYA2",2.73e-05,0,0,1,0,1,0,4,22,4,2,0.732562654089546,0.736658660261543,0.933132327497433
"GLT25D2",2.73e-05,0,0,3,0,0,0,7,17,3,2,0.732562654089546,0.736658660261543,0.933133915614969
"NCOA5",2.73e-05,0,0,0,0,0,0,4,13,1,4,0.732562654089546,0.736658660261543,0.933135503505274
"PRSS16",2.73e-05,0,0,0,0,0,0,1,10,5,4,0.732562654089546,0.736658660261543,0.933137091168396
"RIPK1",2.731e-05,0,0,0,0,0,0,0,13,4,2,0.73248027652283,0.736707232452629,0.933138678947653
"GAD2",2.732e-05,0,1,0,0,0,0,2,4,3,4,0.732397909026525,0.736809180677876,0.933140266842982
"HSF1",2.732e-05,0,0,0,0,0,0,4,8,2,1,0.732397909026525,0.736809180677876,0.933141854511176
"CD14",2.733e-05,0,0,0,1,0,0,0,5,0,3,0.732315551599301,0.736912730184147,0.933143442295403
"GPRC5C",2.733e-05,0,1,3,1,1,0,0,18,6,3,0.732315551599301,0.736912730184147,0.933145029852544
"CHRNG",2.734e-05,0,2,6,1,3,0,3,19,5,9,0.73223320423982,0.737114491593275,0.933146617525678
"FAM190B",2.734e-05,0,1,3,0,0,0,5,8,5,8,0.73223320423982,0.737114491593275,0.933148204971774
"QTRT1",2.734e-05,0,1,1,0,0,0,0,15,1,1,0.73223320423982,0.737114491593275,0.933149792190881
"SHC4",2.734e-05,0,0,2,1,0,0,1,16,3,1,0.73223320423982,0.737114491593275,0.933151379183049
"PACSIN2",2.735e-05,0,0,2,0,0,0,3,8,1,2,0.732150866946754,0.737216439818521,0.933152966291218
"RNF207",2.735e-05,0,0,12,0,0,0,4,13,2,2,0.732150866946754,0.737216439818521,0.933154553172496
"DTNB",2.736e-05,0,1,6,1,0,0,6,12,6,2,0.732068539718766,0.737421403789698,0.933156140169736
"LOC81691",2.736e-05,0,0,0,0,0,0,1,6,0,0,0.732068539718766,0.737421403789698,0.933157726940133
"PAPD7",2.736e-05,0,0,0,0,0,0,0,2,1,2,0.732068539718766,0.737421403789698,0.933159313483735
"SLC22A5",2.736e-05,0,1,5,2,1,0,5,18,8,7,0.732068539718766,0.737421403789698,0.933160899800591
"CCNT1",2.737e-05,0,0,2,0,0,0,4,9,5,3,0.731986222554527,0.737678142514011,0.933162486233419
"USP39",2.737e-05,0,0,0,1,0,0,0,11,0,1,0.731986222554527,0.737678142514011,0.933164072439549
"WDR70",2.737e-05,0,0,2,1,0,0,4,8,1,6,0.731986222554527,0.737678142514011,0.933165658419029
"MACC1",2.738e-05,0,1,5,2,3,0,6,27,5,6,0.731903915452708,0.737830797971711,0.933167244514466
"NCL",2.738e-05,0,2,0,0,1,0,2,8,2,2,0.731903915452708,0.737830797971711,0.933168830383302
"PAN3",2.738e-05,0,2,0,0,0,0,3,10,7,3,0.731903915452708,0.737830797971711,0.933170416025585
"ADRBK2",2.739e-05,0,0,1,0,0,0,2,5,0,4,0.731821618411971,0.737983987189752,0.93317200178381
"BACH1",2.739e-05,0,0,1,1,1,0,1,15,4,6,0.731821618411971,0.737983987189752,0.933173587315531
"C1orf101",2.739e-05,0,6,8,1,3,0,2,18,8,4,0.731821618411971,0.737983987189752,0.933175172620795
"DNAI1",2.74e-05,0,1,6,1,1,0,2,20,7,2,0.731739331430989,0.738390712570056,0.933176758041986
"GPR123",2.74e-05,0,0,1,0,3,0,4,20,4,3,0.731739331430989,0.738390712570056,0.93317834323677
"GRIPAP1",2.74e-05,0,0,0,0,0,0,0,0,0,0,0.731739331430989,0.738390712570056,0.933179928205193
"GTPBP4",2.74e-05,0,0,0,0,0,0,5,8,6,8,0.731739331430989,0.738390712570056,0.933181512947306
"MUC20",2.74e-05,0,0,0,0,0,0,0,3,0,0,0.731739331430989,0.738390712570056,0.933183097463157
"TBC1D5",2.74e-05,0,1,4,1,1,0,1,10,3,2,0.731739331430989,0.738390712570056,0.933184681752793
"XKR5",2.74e-05,0,0,0,0,0,0,0,0,0,0,0.731739331430989,0.738390712570056,0.933186265816264
"REC8",2.741e-05,0,0,1,0,0,0,4,7,0,0,0.731657054508431,0.738492660795303,0.933187849995743
"SNTB1",2.741e-05,0,2,7,0,0,0,11,18,6,4,0.731657054508431,0.738492660795303,0.933189433949103
"LDHD",2.742e-05,0,1,5,0,0,0,2,11,4,3,0.731574787642963,0.738693888444089,0.933191018018433
"PAX3",2.742e-05,0,1,0,0,1,0,1,2,5,6,0.731574787642963,0.738693888444089,0.933192601861693
"RBM14-RBM4",2.742e-05,0,0,1,0,0,0,1,7,1,2,0.731574787642963,0.738693888444089,0.933194185478931
"RIN1",2.742e-05,0,1,1,0,0,0,4,21,1,5,0.731574787642963,0.738693888444089,0.933195768870197
"CDH19",2.743e-05,0,2,1,2,1,0,4,23,6,4,0.731492530833256,0.738745663197224,0.93319735237744
"ACAP2",2.744e-05,0,0,0,0,0,0,1,6,0,1,0.731410284077978,0.739103282626101,0.933198936000597
"AKT2",2.744e-05,0,1,1,0,0,0,3,7,1,4,0.731410284077978,0.739103282626101,0.933200519397828
"GALNT8",2.744e-05,0,2,5,5,1,0,3,12,6,8,0.731410284077978,0.739103282626101,0.933202102569183
"GPI",2.744e-05,0,0,0,1,1,0,7,13,5,6,0.731410284077978,0.739103282626101,0.933203685514709
"PTPN5",2.744e-05,0,0,0,0,0,0,6,21,6,9,0.731410284077978,0.739103282626101,0.933205268234455
"RNF220",2.744e-05,0,0,0,0,0,0,6,11,3,3,0.731410284077978,0.739103282626101,0.933206850728468
"TUBB3",2.744e-05,0,0,0,0,0,0,0,0,0,0,0.731410284077978,0.739103282626101,0.933208432996799
"BIN1",2.746e-05,0,1,2,0,0,0,10,15,2,7,0.731245820725393,0.73935895382973,0.933210015722715
"C14orf37",2.746e-05,0,0,5,5,2,0,5,22,3,6,0.731245820725393,0.73935895382973,0.933211598222946
"CALCOCO1",2.746e-05,0,0,4,1,0,0,6,22,2,0,0.731245820725393,0.73935895382973,0.933213180497541
"DHX32",2.746e-05,0,0,2,0,1,0,6,8,3,4,0.731245820725393,0.73935895382973,0.933214762546548
"ESCO1",2.746e-05,0,0,2,0,0,0,2,9,2,1,0.731245820725393,0.73935895382973,0.933216344370015
"ARHGEF6",2.747e-05,0,0,0,0,0,0,0,3,0,0,0.73116360412542,0.739555911395783,0.933217926309422
"C20orf112",2.747e-05,0,0,1,0,0,0,2,2,2,0,0.73116360412542,0.739555911395783,0.933219508023337
"GRHL3",2.747e-05,0,1,1,0,0,0,4,15,5,4,0.73116360412542,0.739555911395783,0.933221089511808
"ZFPM1",2.747e-05,0,0,0,0,0,0,4,8,2,0,0.73116360412542,0.739555911395783,0.933222670774884
"ZNF202",2.748e-05,0,0,1,0,0,0,1,6,1,1,0.731081397574557,0.739658927141713,0.933224252153908
"ATXN1L",2.75e-05,0,0,0,0,0,0,0,0,0,0,0.730917014614842,0.740066186282359,0.933225833990012
"B3GNT6",2.75e-05,0,1,3,1,2,0,0,7,0,0,0.730917014614842,0.740066186282359,0.933227415600719
"CBX2",2.75e-05,0,1,4,2,0,0,4,19,5,5,0.730917014614842,0.740066186282359,0.933228996986078
"FAM108A1",2.75e-05,0,0,0,0,0,0,0,0,1,0,0.730917014614842,0.740066186282359,0.933230578146135
"HOXB2",2.75e-05,0,0,3,0,0,0,0,9,1,5,0.730917014614842,0.740066186282359,0.93323215908094
"LILRB5",2.75e-05,0,1,4,3,4,0,8,28,5,8,0.730917014614842,0.740066186282359,0.933233739790541
"NT5E",2.75e-05,0,1,7,1,2,0,0,10,3,4,0.730917014614842,0.740066186282359,0.933235320274986
"UTP14A",2.75e-05,0,0,0,0,0,0,0,3,0,0,0.730917014614842,0.740066186282359,0.933236900534322
"ACSF2",2.751e-05,0,1,4,0,2,0,1,17,5,3,0.73083483820333,0.740321323725647,0.933238480909561
"BLK",2.751e-05,0,1,2,0,1,0,10,23,7,4,0.73083483820333,0.740321323725647,0.933240061059738
"FANCB",2.751e-05,0,0,0,0,0,0,0,0,0,0,0.73083483820333,0.740321323725647,0.933241640984904
"KLHL1",2.751e-05,0,1,1,0,1,0,7,13,2,2,0.73083483820333,0.740321323725647,0.933243220685105
"SMCR7",2.751e-05,0,0,2,1,3,0,1,7,1,1,0.73083483820333,0.740321323725647,0.93324480016039
"GPD2",2.752e-05,0,0,3,1,0,0,4,12,4,0,0.730752671835607,0.740373098478783,0.933246379751609
"ARMC6",2.753e-05,0,0,5,2,3,0,1,9,3,1,0.730670515510347,0.740424339471577,0.933247959458699
"DLAT",2.754e-05,0,0,3,0,1,0,1,3,0,4,0.730588369226221,0.740630904723779,0.933249539281598
"KRT81",2.754e-05,0,2,2,2,0,0,0,1,1,3,0.730588369226221,0.740630904723779,0.933251118879627
"REPS1",2.754e-05,0,0,0,0,0,0,4,15,4,9,0.730588369226221,0.740630904723779,0.933252698252834
"ZNHIT2",2.754e-05,0,0,0,0,0,0,0,8,2,0,0.730588369226221,0.740630904723779,0.933254277401267
"C17orf63",2.755e-05,0,0,0,0,0,0,4,13,3,4,0.730506232981897,0.740989057912997,0.933255856665517
"ENTPD4",2.755e-05,0,2,5,2,2,0,4,17,3,6,0.730506232981897,0.740989057912997,0.933257435705041
"GALNTL1",2.755e-05,0,0,5,0,0,0,5,9,1,2,0.730506232981897,0.740989057912997,0.933259014519886
"GP1BA",2.755e-05,0,2,6,1,1,0,3,7,0,1,0.730506232981897,0.740989057912997,0.933260593110101
"PANK1",2.755e-05,0,1,1,0,0,0,2,7,3,1,0.730506232981897,0.740989057912997,0.933262171475733
"SPAG1",2.755e-05,0,1,4,2,0,0,2,12,3,4,0.730506232981897,0.740989057912997,0.933263749616831
"STT3B",2.755e-05,0,0,0,0,0,0,1,5,1,1,0.730506232981897,0.740989057912997,0.933265327533442
"EDEM1",2.756e-05,0,0,3,1,2,0,4,13,6,3,0.730424106776053,0.741139044568988,0.933266905565949
"IGSF21",2.756e-05,0,0,2,0,0,0,2,12,7,5,0.730424106776053,0.741139044568988,0.933268483374018
