"Gene","mut.rate","dn.LoF","case.LoF","ctrl.LoF","trans.LoF","ntrans.LoF","dn.mis3","case.mis3","ctrl.mis3","trans.mis3","ntrans.mis3"
"SGPP2","1.417e-05","0","0","0","0","0","0","2","8","3","4"
"SGSH","3.28e-05","0","2","0","1","1","0","6","11","7","2"
"SGSM1","5.88e-05","0","0","0","0","0","0","7","32","6","8"
"SGSM2","5.89e-05","0","1","4","1","0","0","15","40","12","13"
"SGSM3","4.31e-05","0","0","1","0","2","1","8","28","10","9"
"SGTA","1.872e-05","0","0","0","0","0","0","1","4","1","0"
"SGTB","1.019e-05","0","0","0","0","0","0","0","3","0","0"
"SH2B1","3.47e-05","0","1","2","0","0","0","4","11","3","2"
"SH2B2","2.124e-05","0","0","0","0","0","0","2","16","5","4"
"SH2B3","2.092e-05","0","0","0","0","0","0","10","21","5","5"
"SH2D1A","5.38e-06","0","0","2","0","0","0","0","0","0","0"
"SH2D1B","4.83e-06","0","0","1","1","0","0","1","4","1","0"
"SH2D2A","1.547e-05","0","0","1","0","0","0","2","9","1","3"
"SH2D3A","2.789e-05","0","2","10","3","2","0","5","16","8","4"
"SH2D3C","4.5e-05","0","2","3","0","1","1","5","22","4","5"
"SH2D4A","1.775e-05","0","4","11","1","1","0","5","17","2","1"
"SH2D4B","1.502e-05","0","0","1","0","1","0","5","7","5","7"
"SH2D5","2.27e-05","0","0","1","0","1","0","2","18","5","3"
"SH2D6","8.17e-06","0","0","1","0","0","0","0","2","1","0"
"SH2D7","1.661e-05","0","0","0","0","0","0","1","5","1","0"
"SH3BGR","9e-06","0","2","2","3","1","0","0","0","0","0"
"SH3BGRL","4.21e-06","0","0","0","0","0","0","0","1","0","0"
"SH3BGRL2","4.97e-06","0","0","0","0","0","0","0","2","0","1"
"SH3BGRL3","3.63e-06","0","0","0","0","0","0","1","1","0","0"
"SH3BP1","2.529e-05","0","0","2","1","3","0","6","10","6","0"
"SH3BP2","2.971e-05","0","1","2","0","2","0","10","25","13","15"
"SH3BP4","5.19e-05","0","0","4","1","1","0","10","24","7","16"
"SH3BP5","1.916e-05","0","0","0","0","0","0","3","4","0","0"
"SH3BP5L","2.236e-05","0","0","1","0","0","0","4","10","2","1"
"SH3D19","2.709e-05","1","1","4","1","3","0","9","15","5","7"
"SH3D21","1.66e-05","0","0","3","0","3","0","2","3","2","0"
"SH3GL1","2.336e-05","0","0","1","0","0","0","3","8","1","3"
"SH3GL2","1.268e-05","0","0","1","0","0","0","0","3","1","2"
"SH3GL3","1.308e-05","0","0","0","0","1","0","0","5","0","2"
"SH3GLB1","1.301e-05","0","0","0","0","0","0","3","6","4","4"
"SH3GLB2","1.535e-05","0","0","1","0","1","0","3","3","0","2"
"SH3KBP1","3.11e-05","0","0","0","0","0","0","0","1","0","0"
"SH3PXD2A","5.67e-05","0","0","0","0","1","0","11","26","11","11"
"SH3PXD2B","4.68e-05","0","2","4","2","2","0","6","25","4","9"
"SH3RF1","3.86e-05","0","0","0","0","0","0","9","14","5","7"
"SH3RF2","3.62e-05","0","0","6","0","1","0","5","13","10","10"
"SH3RF3","3.42e-05","0","0","1","1","0","1","7","18","9","5"
"SH3TC1","7.22e-05","0","1","4","0","1","1","17","56","21","20"
"SH3TC2","4.95e-05","0","3","9","3","1","0","9","38","12","13"
"SH3YL1","9.82e-06","0","2","6","0","0","1","0","7","4","4"
"SHANK1","8.13e-05","0","0","0","0","0","0","7","34","2","7"
"SHANK2","7.02e-05","1","0","0","0","0","0","7","28","8","4"
"SHANK3","5.78e-05","1","1","0","1","1","0","5","19","3","3"
"SHARPIN","1.526e-05","0","1","0","0","1","0","0","6","3","3"
"SHB","2.072e-05","0","0","0","1","0","1","1","6","3","2"
"SHBG","1.665e-05","0","1","7","1","1","0","1","8","1","1"
"SHC1","2.836e-05","0","0","0","0","0","0","2","4","2","4"
"SHC2","2.631e-05","0","0","1","0","0","0","6","11","5","2"
"SHC3","2.474e-05","0","0","1","1","0","0","1","7","2","1"
"SHC4","2.734e-05","0","0","2","1","0","0","1","16","3","1"
"SHCBP1","2.55e-05","0","0","7","1","0","0","0","7","1","0"
"SHCBP1L","2.185e-05","0","2","2","2","3","0","3","10","6","4"
"SHD","1.928e-05","0","0","0","0","0","0","2","9","3","4"
"SHE","2.169e-05","0","0","0","1","0","0","1","5","3","5"
"SHF","1.909e-05","0","2","2","0","0","0","1","9","1","3"
"SHFM1","2.805e-06","0","0","2","0","0","0","0","1","1","0"
"SHH","2.27e-05","0","0","1","0","0","0","0","3","0","0"
"SHISA2","9.79e-06","0","0","0","1","0","0","4","11","2","2"
"SHISA3","1.17e-05","0","0","0","0","0","0","0","5","0","0"
"SHISA4","7.52e-06","0","1","0","0","0","0","2","1","0","3"
"SHISA5","1.227e-05","0","3","7","1","1","0","2","7","4","2"
"SHISA6","2.2e-05","0","0","0","0","0","0","0","0","0","0"
"SHISA7","2.17e-05","0","0","0","0","0","0","0","0","0","0"
"SHISA9","1.69e-05","0","0","0","0","0","0","0","0","0","0"
"SHKBP1","4.04e-05","0","0","2","3","1","0","10","23","10","9"
"SHMT1","2.185e-05","0","0","1","0","1","0","2","17","4","5"
"SHMT2","2.336e-05","0","1","4","0","1","0","0","12","1","3"
"SHOC2","1.881e-05","0","0","0","0","0","0","1","4","0","0"
"SHOX","1.609e-05","0","0","0","0","0","0","0","2","0","0"
"SHOX2","1.908e-05","0","0","0","0","0","0","0","9","1","0"
"SHPK","2.683e-05","0","1","7","3","0","0","7","17","8","8"
"SHPRH","5.98e-05","0","1","4","2","2","0","8","37","1","11"
"SHQ1","2.164e-05","0","1","10","0","0","0","0","6","5","6"
"SHROOM1","3.94e-05","0","1","3","0","1","0","4","20","1","2"
"SHROOM2","8.33e-05","0","0","0","0","0","0","1","9","0","0"
"SHROOM3","8.36e-05","0","0","0","1","0","0","9","38","8","11"
"SHROOM4","5.45e-05","0","0","0","0","0","0","1","3","0","0"
"SI","6.43e-05","0","2","7","2","5","0","20","58","10","10"
"SIAE","2.077e-05","0","1","0","4","2","0","5","13","8","5"
"SIAH1","1.279e-05","0","1","0","0","0","0","0","0","0","0"
"SIAH2","1.567e-05","0","0","0","0","0","0","0","1","0","0"
"SIAH3","1.568e-05","0","0","0","0","0","0","2","6","1","2"
"SIDT1","3.63e-05","0","0","2","0","0","0","5","21","6","4"
"SIDT2","4.52e-05","0","0","1","0","1","0","6","20","9","5"
"SIGIRR","2.39e-05","0","2","4","0","0","0","3","9","2","2"
"SIGLEC1","8.54e-05","0","2","11","2","3","0","8","60","13","12"
"SIGLEC10","3.32e-05","0","1","4","0","0","0","6","20","1","2"
"SIGLEC11","3.38e-05","0","0","2","1","0","0","4","21","6","6"
"SIGLEC12","2.513e-05","0","4","6","0","1","0","1","15","4","10"
"SIGLEC14","1.786e-05","0","1","1","0","0","0","1","5","0","0"
"SIGLEC15","1.41e-05","0","0","0","1","1","0","2","3","0","1"
"SIGLEC5","2.546e-05","0","4","4","0","1","0","2","11","0","2"
"SIGLEC6","1.925e-05","0","1","2","0","1","0","1","7","4","4"
"SIGLEC7","1.915e-05","0","0","5","2","0","0","4","13","7","7"
"SIGLEC8","2.054e-05","0","0","0","1","2","0","5","13","5","6"
"SIGLEC9","2.13e-05","0","0","2","0","2","0","0","5","2","3"
"SIGMAR1","1.188e-05","0","0","0","0","0","0","2","5","0","0"
"SIK1","4.02e-05","0","0","0","0","0","0","1","6","1","2"
"SIK2","3.67e-05","0","0","0","0","0","0","1","2","3","1"
"SIK3","5.57e-05","0","0","0","0","0","0","5","18","8","8"
"SIKE1","9.85e-06","0","0","1","0","0","0","0","4","1","1"
"SIL1","2.08e-05","0","0","9","1","0","0","5","10","0","1"
"SIM1","3.95e-05","0","0","2","0","0","0","5","8","2","3"
"SIM2","2.97e-05","0","0","0","0","0","0","1","12","5","2"
"SIN3A","5.08e-05","0","0","0","0","0","0","1","11","4","2"
"SIN3B","6.91e-05","0","0","1","1","0","0","5","19","4","8"
"SIPA1","4.28e-05","0","0","0","0","0","1","6","17","1","0"
"SIPA1L1","7.67e-05","0","0","4","0","0","0","12","38","11","13"
"SIPA1L2","8.07e-05","0","0","0","2","0","0","5","34","9","9"
"SIPA1L3","0.0001088","0","0","0","3","1","0","9","57","16","13"
"SIRPA","2.502e-05","0","0","0","0","0","0","2","9","2","0"
"SIRPB1","1.888e-05","0","0","1","2","1","0","0","12","1","6"
"SIRPB2","1.273e-05","1","0","3","1","1","0","1","18","2","7"
"SIRPD","7.74e-06","0","1","2","0","1","0","0","3","0","1"
"SIRPG","1.592e-05","0","1","3","0","2","0","1","11","3","3"
"SIRT1","2.01e-05","0","0","1","1","0","0","0","3","2","1"
"SIRT2","1.909e-05","0","1","1","1","2","0","1","5","6","1"
"SIRT3","1.679e-05","0","1","2","0","0","0","3","10","2","0"
"SIRT4","1.551e-05","0","1","1","0","0","0","1","7","3","1"
"SIRT5","1.467e-05","0","2","7","1","1","0","2","9","3","4"
"SIRT6","1.882e-05","0","0","0","0","0","0","1","3","1","1"
"SIRT7","2.152e-05","0","0","0","0","0","0","5","5","0","1"
"SIT1","9.05e-06","0","1","3","0","0","0","1","5","1","0"
"SIVA1","1.226e-05","0","0","0","0","0","0","2","5","0","0"
"SIX1","1.832e-05","0","0","0","0","0","0","1","2","1","0"
"SIX2","2.168e-05","1","1","0","0","0","0","1","3","5","5"
"SIX3","2.55e-05","0","0","0","0","0","0","1","2","1","1"
"SIX4","3.49e-05","0","0","1","2","0","0","0","9","1","3"
"SIX5","2.8e-05","0","0","2","0","0","0","3","12","3","2"
"SIX6","1.718e-05","0","0","0","0","1","0","3","5","0","2"
"SKA1","9.18e-06","0","2","4","1","2","0","0","6","1","2"
"SKA2","4.23e-06","0","1","0","0","0","0","0","0","0","0"
"SKA3","1.559e-05","0","0","0","0","0","0","0","5","1","4"
"SKAP1","1.283e-05","0","0","0","0","0","0","1","9","2","5"
"SKAP2","1.148e-05","0","0","1","0","0","0","5","3","0","2"
"SKI","3.71e-05","1","0","1","0","0","0","4","5","3","5"
"SKIL","2.205e-05","0","1","1","0","0","0","1","4","3","4"
"SKIV2L","5.89e-05","0","6","7","0","1","0","10","36","9","12"
"SKIV2L2","3.79e-05","0","0","1","0","0","0","2","6","5","2"
"SKOR1","4.17e-05","0","0","1","0","0","0","2","6","1","2"
"SKP1","4.79e-06","0","0","0","0","0","0","0","0","0","0"
"SKP2","1.694e-05","0","0","1","0","0","0","0","4","0","1"
"SLA","1.041e-05","0","0","0","0","0","0","3","13","0","0"
"SLA2","1.153e-05","0","2","1","1","0","0","4","10","4","5"
"SLAIN1","1.342e-05","0","0","1","0","0","0","2","4","4","3"
"SLAIN2","1.728e-05","0","0","0","0","0","0","4","8","1","3"
"SLAMF1","1.35e-05","0","0","2","0","0","0","0","4","0","0"
"SLAMF6","1.156e-05","0","1","0","0","0","0","0","2","0","1"
"SLAMF7","1.25e-05","0","0","0","0","0","0","1","13","3","1"
"SLAMF8","1.23e-05","0","0","3","3","4","0","0","11","2","1"
"SLAMF9","9.59e-06","0","1","1","2","0","0","0","5","5","9"
"SLBP","7.56e-06","0","0","0","0","0","0","1","2","0","1"
"SLC10A1","1.353e-05","0","1","2","4","0","0","1","15","2","4"
"SLC10A2","1.649e-05","0","3","6","2","0","0","6","25","4","8"
"SLC10A3","2.368e-05","0","0","0","0","0","0","0","0","0","0"
"SLC10A4","1.529e-05","0","0","2","0","1","0","0","3","1","0"
"SLC10A5","1.406e-05","0","1","3","2","0","0","4","9","4","4"
"SLC10A6","1.392e-05","0","0","4","0","0","0","2","5","1","2"
"SLC10A7","1.21e-05","0","1","0","0","0","0","0","3","0","1"
"SLC11A1","3.12e-05","0","0","2","1","0","0","7","25","5","6"
"SLC11A2","2.15e-05","0","0","2","0","0","0","3","9","3","1"
"SLC12A1","3.81e-05","0","2","4","1","1","0","6","22","5","4"
"SLC12A2","4.41e-05","0","0","0","1","0","0","5","8","3","0"
"SLC12A3","5.07e-05","0","6","10","1","2","0","13","64","17","14"
"SLC12A4","5.98e-05","0","1","3","0","1","0","8","46","11","6"
"SLC12A5","5.41e-05","0","0","0","0","0","0","0","10","0","1"
"SLC12A6","4.63e-05","0","1","1","0","0","0","3","6","1","2"
"SLC12A7","7.07e-05","0","1","0","2","0","0","8","17","5","11"
"SLC12A8","3.21e-05","0","1","4","2","8","0","4","27","9","4"
"SLC12A9","4.61e-05","0","0","13","1","3","0","7","19","8","5"
"SLC13A1","2.174e-05","0","3","5","0","1","0","4","12","3","6"
"SLC13A2","2.98e-05","0","2","5","0","1","0","5","13","3","5"
"SLC13A3","2.623e-05","0","0","4","0","1","0","3","6","3","2"
"SLC13A4","2.658e-05","0","0","0","0","1","0","5","6","7","5"
"SLC13A5","2.846e-05","0","0","1","0","0","0","4","15","1","4"
"SLC14A1","1.446e-05","0","1","0","0","0","0","3","4","2","4"
"SLC14A2","4.07e-05","0","3","0","1","2","0","5","24","5","4"
"SLC15A1","2.993e-05","0","0","6","1","2","0","3","11","9","4"
"SLC15A2","2.522e-05","0","0","7","3","1","0","3","22","4","1"
"SLC15A3","2.219e-05","0","1","5","0","3","0","5","19","2","5"
"SLC15A4","1.924e-05","0","0","3","0","0","0","2","10","2","0"
"SLC15A5","2.36e-05","0","0","0","0","0","0","0","0","0","0"
"SLC16A1","1.867e-05","0","0","1","0","0","0","0","3","0","0"
"SLC16A10","1.954e-05","0","0","0","1","0","0","3","10","1","1"
"SLC16A11","1.907e-05","0","1","1","1","0","0","1","10","2","2"
"SLC16A12","1.797e-05","0","0","0","0","0","0","5","11","2","7"
"SLC16A13","2.061e-05","0","0","5","1","0","0","2","9","5","1"
"SLC16A14","2.516e-05","0","0","0","0","0","0","1","7","5","2"
"SLC16A2","2.432e-05","0","0","0","0","0","0","0","2","0","0"
"SLC16A3","2.77e-05","0","1","3","0","2","0","1","12","4","10"
"SLC16A4","1.598e-05","0","0","4","0","4","0","2","8","6","5"
"SLC16A5","2.688e-05","0","2","0","1","0","0","2","7","7","2"
"SLC16A6","2.299e-05","0","0","2","0","0","0","1","4","1","2"
"SLC16A7","1.722e-05","0","0","0","1","1","0","5","7","3","0"
"SLC16A8","2.132e-05","0","0","0","0","1","0","2","8","0","0"
"SLC16A9","1.796e-05","0","0","0","0","0","1","1","10","3","3"
"SLC17A1","1.672e-05","0","3","3","2","4","0","1","16","5","2"
"SLC17A2","1.577e-05","0","1","1","0","1","0","1","8","0","0"
"SLC17A3","1.715e-05","0","1","5","0","0","0","5","6","2","4"
"SLC17A4","1.754e-05","0","1","4","0","0","0","3","13","4","3"
"SLC17A5","1.822e-05","0","1","6","1","2","0","3","18","3","0"
"SLC17A6","2.429e-05","0","0","0","0","0","0","0","6","0","0"
"SLC17A7","3.69e-05","0","0","0","0","0","0","0","1","0","0"
"SLC17A8","2.218e-05","0","2","1","1","3","0","5","23","1","2"
"SLC17A9","2.248e-05","0","2","2","3","2","0","2","4","1","2"
"SLC18A1","2.103e-05","0","2","6","2","0","0","8","17","1","5"
"SLC18A2","2.424e-05","0","0","1","0","0","0","3","7","2","1"
"SLC18A3","4.35e-05","0","0","3","0","0","0","4","11","1","3"
"SLC18B1","1.638e-05","0","0","0","0","0","0","1","4","0","0"
"SLC19A1","4e-05","0","0","1","0","0","0","3","20","1","2"
"SLC19A2","1.601e-05","0","0","0","0","0","0","3","5","5","0"
"SLC19A3","1.99e-05","0","1","0","0","2","0","2","11","0","0"
"SLC1A1","2.305e-05","0","1","0","0","0","0","2","15","3","2"
"SLC1A2","2.377e-05","0","0","0","0","0","0","2","4","0","0"
"SLC1A3","2.28e-05","0","0","1","0","0","0","0","3","2","0"
"SLC1A4","2.511e-05","0","0","2","1","0","1","3","10","1","3"
"SLC1A5","2.85e-05","0","0","0","0","1","0","2","11","2","3"
"SLC1A6","3.219e-05","0","0","0","0","1","0","3","3","3","2"
"SLC1A7","3.25e-05","0","0","0","0","0","0","7","16","8","2"
"SLC20A1","2.649e-05","0","0","1","1","1","0","3","7","4","2"
"SLC20A2","3.63e-05","0","0","0","1","0","0","0","7","1","2"
"SLC22A1","2.843e-05","0","3","7","1","1","0","6","19","3","7"
"SLC22A10","2.005e-05","0","0","6","2","3","0","3","9","7","5"
"SLC22A11","2.707e-05","0","0","0","0","0","0","12","15","6","5"
"SLC22A12","3.005e-05","0","0","2","0","0","0","11","29","10","2"
"SLC22A13","2.622e-05","0","0","5","1","1","0","7","14","6","6"
"SLC22A14","2.528e-05","0","3","9","0","0","0","3","5","6","5"
"SLC22A15","2.212e-05","0","1","1","0","0","0","0","4","1","1"
"SLC22A16","2.185e-05","0","1","5","0","0","0","4","13","8","5"
"SLC22A17","2.174e-05","0","0","0","0","1","0","2","9","4","2"
"SLC22A18","1.869e-05","0","0","1","0","0","0","4","7","2","3"
"SLC22A18AS","9.96e-06","0","0","0","0","0","0","0","0","0","0"
"SLC22A2","2.623e-05","0","1","4","2","1","0","5","21","4","4"
"SLC22A20","1.31e-05","0","1","3","0","1","0","0","0","0","0"
"SLC22A23","2.357e-05","0","0","0","0","0","1","2","12","2","5"
"SLC22A24","2.24e-05","0","1","1","0","0","0","0","0","0","0"
"SLC22A25","1.951e-05","0","8","12","2","2","0","3","5","1","3"
"SLC22A3","2.515e-05","0","0","1","0","1","0","2","8","2","4"
"SLC22A4","2.7e-05","0","1","2","0","1","0","3","18","1","3"
"SLC22A5","2.736e-05","0","1","5","2","1","0","5","18","8","7"
"SLC22A6","2.534e-05","0","0","2","1","0","0","1","8","3","2"
"SLC22A7","2.777e-05","0","2","2","0","0","0","8","11","7","6"
"SLC22A8","2.492e-05","0","0","1","0","0","0","1","8","2","2"
"SLC22A9","2e-05","0","0","3","1","0","1","2","12","3","4"
"SLC23A1","2.705e-05","0","0","1","0","0","0","4","6","0","3"
"SLC23A2","3.16e-05","0","0","1","0","0","0","2","4","2","1"
"SLC23A3","1.721e-05","0","1","0","1","1","0","2","6","0","4"
"SLC24A1","3.97e-05","0","1","0","1","3","1","3","15","3","2"
"SLC24A2","2.616e-05","0","0","1","0","0","0","6","12","3","4"
"SLC24A3","2.98e-05","0","0","0","0","0","1","1","3","1","1"
"SLC24A4","3.16e-05","0","0","0","0","0","0","5","13","3","0"
"SLC24A5","1.777e-05","0","0","8","0","2","0","4","8","3","3"
"SLC24A6","2.811e-05","0","2","5","0","1","0","2","15","2","2"
"SLC25A1","1.48e-05","0","0","3","0","0","0","2","2","2","0"
"SLC25A10","1.679e-05","0","1","2","0","0","0","3","12","4","2"
"SLC25A11","1.831e-05","0","0","2","0","0","0","1","2","0","0"
"SLC25A12","2.631e-05","0","0","0","0","0","0","1","4","0","2"
"SLC25A13","2.532e-05","0","0","7","0","0","0","3","18","4","7"
"SLC25A14","1.439e-05","0","0","0","0","0","0","0","0","0","0"
"SLC25A15","1.29e-05","0","1","0","0","0","0","7","16","1","2"
"SLC25A16","1.106e-05","0","1","2","0","0","0","1","1","2","0"
"SLC25A17","1.284e-05","0","0","0","0","0","0","2","6","2","3"
"SLC25A18","1.532e-05","0","0","1","2","1","0","2","8","1","2"
"SLC25A19","1.565e-05","0","2","2","0","0","0","3","3","5","2"
"SLC25A2","1.436e-05","0","0","1","0","0","0","1","3","1","1"
"SLC25A20","1.282e-05","0","1","0","1","2","0","1","10","1","1"
"SLC25A21","1.02e-05","0","3","1","1","2","0","1","8","0","1"
"SLC25A22","1.955e-05","0","0","0","1","1","0","2","1","1","0"
"SLC25A23","2.886e-05","0","1","3","0","1","0","5","18","0","0"
"SLC25A24","1.834e-05","0","1","2","2","0","0","0","6","2","2"
"SLC25A25","2.78e-05","0","0","1","1","1","0","6","9","3","2"
"SLC25A26","6.99e-06","0","1","2","0","0","0","1","5","0","0"
"SLC25A27","1.312e-05","0","2","0","0","0","0","1","2","1","1"
"SLC25A28","1.659e-05","0","0","0","0","0","0","0","1","0","0"
"SLC25A29","2.158e-05","0","0","0","0","0","1","2","6","0","1"
"SLC25A3","1.653e-05","0","1","0","0","1","0","1","3","1","0"
"SLC25A30","1.215e-05","0","0","4","0","0","0","2","8","4","2"
"SLC25A31","1.496e-05","0","1","2","2","0","0","0","2","3","0"
"SLC25A32","1.589e-05","0","0","1","0","0","0","0","13","0","0"
"SLC25A33","1.259e-05","0","0","3","0","0","0","1","1","0","0"
"SLC25A34","1.607e-05","0","2","2","2","0","0","3","12","0","4"
"SLC25A35","1.244e-05","0","0","2","1","1","0","1","13","2","1"
"SLC25A36","1.022e-05","0","0","1","0","0","0","2","4","0","1"
"SLC25A37","2.113e-05","0","0","1","0","0","0","0","3","2","2"
"SLC25A38","1.401e-05","0","0","2","0","1","0","3","14","7","2"
"SLC25A39","1.772e-05","1","0","1","0","0","0","2","8","2","8"
"SLC25A4","1.279e-05","0","1","0","0","0","0","0","0","0","0"
"SLC25A40","9.64e-06","0","0","0","2","1","0","0","0","2","1"
"SLC25A41","2.004e-05","0","2","0","2","1","0","5","20","3","1"
"SLC25A42","1.877e-05","0","0","0","0","0","0","1","2","1","3"
"SLC25A43","9.3e-06","0","0","1","0","0","0","0","0","0","0"
"SLC25A44","1.293e-05","0","0","1","1","1","0","2","2","1","1"
"SLC25A45","1.487e-05","0","0","2","3","0","0","3","12","1","5"
"SLC25A46","1.453e-05","0","1","0","0","0","0","1","7","0","2"
"SLC25A47","2.251e-05","0","0","1","1","1","0","3","19","2","4"
"SLC25A48","9.33e-06","0","0","0","0","0","0","0","7","1","1"
"SLC25A5","1.48e-05","0","0","0","0","0","0","0","0","0","0"
"SLC25A51","1.138e-05","0","0","0","0","0","0","0","1","0","0"
"SLC25A52","1.226e-05","0","0","0","0","0","0","1","3","0","0"
"SLC25A53","1.267e-05","0","0","0","0","0","0","0","0","0","0"
"SLC25A6","2.322e-05","0","0","0","0","0","0","0","0","0","0"
"SLC26A1","3.85e-05","0","0","5","0","0","0","2","20","7","7"
"SLC26A10","2.459e-05","0","3","12","1","1","0","5","5","5","4"
"SLC26A11","3.39e-05","0","1","1","1","1","0","9","23","8","7"
"SLC26A2","2.395e-05","0","0","2","2","0","0","5","24","1","3"
"SLC26A3","3.015e-05","0","1","3","0","0","0","6","15","2","0"
"SLC26A4","2.829e-05","0","0","5","0","2","0","7","43","8","5"
"SLC26A5","2.828e-05","0","1","4","0","1","0","4","11","3","1"
"SLC26A6","3.34e-05","0","2","6","1","2","0","8","30","6","5"
"SLC26A7","2.299e-05","0","1","3","0","2","0","4","7","3","3"
"SLC26A8","3.83e-05","0","1","6","2","3","0","7","14","4","4"
"SLC26A9","3.77e-05","0","1","2","0","1","0","6","23","4","6"
"SLC27A1","4.51e-05","0","0","2","0","0","0","4","17","4","4"
"SLC27A2","2.888e-05","0","0","0","0","1","0","3","10","3","3"
"SLC27A3","4.2e-05","0","2","4","1","4","0","13","35","12","13"
"SLC27A4","3.7e-05","0","0","4","0","0","0","6","24","7","5"
"SLC27A5","3.42e-05","0","0","7","1","0","0","2","12","1","2"
"SLC27A6","2.248e-05","0","1","4","1","4","0","5","8","2","0"
"SLC28A1","2.948e-05","0","1","1","0","0","0","1","19","5","5"
"SLC28A2","2.363e-05","0","0","2","1","1","0","3","13","2","5"
"SLC28A3","2.686e-05","0","0","5","1","2","0","3","10","2","1"
"SLC29A1","2.002e-05","0","0","0","0","0","0","2","9","1","8"
"SLC29A2","2.127e-05","0","1","7","0","1","0","2","6","2","0"
"SLC29A3","1.259e-05","0","0","4","0","0","0","3","10","1","4"
"SLC29A4","3.66e-05","0","0","6","1","0","0","2","12","5","6"
"SLC2A1","2.729e-05","0","3","5","1","0","0","2","4","1","0"
"SLC2A10","2.506e-05","0","1","1","1","0","0","3","13","4","4"
"SLC2A11","2.525e-05","0","1","5","2","0","0","11","9","4","6"
"SLC2A12","2.322e-05","0","0","1","0","0","0","1","4","2","1"
"SLC2A13","2.136e-05","0","0","0","0","0","0","3","9","4","3"
"SLC2A14","2.113e-05","0","0","0","0","1","0","4","8","2","3"
"SLC2A2","1.784e-05","0","0","0","1","1","0","2","5","1","2"
"SLC2A3","2.173e-05","0","1","1","0","0","0","1","10","2","2"
"SLC2A4","2.513e-05","0","1","0","0","0","0","4","13","1","1"
"SLC2A4RG","1.566e-05","0","0","0","0","0","0","0","4","1","0"
"SLC2A5","2.669e-05","0","0","0","1","0","0","5","20","0","1"
"SLC2A6","2.799e-05","0","0","0","1","1","0","1","8","4","3"
"SLC2A7","2.595e-05","0","0","1","2","0","0","2","27","5","9"
"SLC2A8","2.057e-05","0","0","4","0","1","0","3","18","9","7"
"SLC2A9","2.209e-05","0","0","0","1","1","0","3","8","5","3"
"SLC30A1","2.549e-05","0","0","0","0","0","0","0","2","1","1"
"SLC30A10","2.226e-05","0","1","0","0","0","0","3","6","2","0"
"SLC30A2","1.749e-05","0","0","0","0","0","0","0","9","2","0"
"SLC30A3","2.131e-05","0","1","0","0","0","0","0","11","1","1"
"SLC30A4","1.805e-05","0","0","0","0","0","0","1","5","1","0"
"SLC30A5","2.539e-05","0","0","0","0","1","0","3","6","3","6"
"SLC30A6","1.573e-05","0","0","2","1","1","0","0","5","1","2"
"SLC30A7","1.373e-05","0","2","2","0","0","0","2","2","3","0"
"SLC30A8","1.299e-05","0","1","5","1","1","0","1","7","0","3"
"SLC30A9","2.093e-05","0","0","6","0","0","0","1","9","0","1"
"SLC31A1","6.79e-06","0","0","0","0","0","0","0","0","1","0"
"SLC31A2","5.57e-06","0","0","1","0","0","0","1","1","1","2"
"SLC32A1","4.13e-05","0","0","0","0","0","0","2","4","1","0"
"SLC33A1","2.316e-05","0","1","0","0","0","0","1","4","1","2"
"SLC34A1","3.087e-05","0","1","4","1","0","1","7","33","6","5"
"SLC34A2","3.49e-05","0","4","4","0","0","0","8","18","6","7"
"SLC34A3","3.35e-05","0","1","7","4","2","0","10","18","2","5"
"SLC35A1","1.108e-05","0","0","1","1","0","0","1","5","1","0"
"SLC35A2","1.747e-05","0","0","0","0","0","0","0","1","0","0"
"SLC35A3","1.047e-05","0","0","1","2","0","0","1","2","0","0"
"SLC35A4","1.597e-05","0","2","2","1","0","0","4","15","3","3"
"SLC35A5","1.418e-05","0","2","2","1","0","0","0","3","3","3"
"SLC35B1","1.217e-05","0","1","0","0","0","0","2","6","4","1"
"SLC35B2","1.916e-05","0","0","1","0","0","0","3","8","2","3"
"SLC35B3","1.406e-05","0","1","0","1","2","0","5","9","4","1"
"SLC35B4","1.224e-05","0","1","2","0","1","0","0","7","1","1"
"SLC35C1","2.154e-05","0","0","0","0","0","0","2","9","1","1"
"SLC35C2","1.794e-05","0","1","5","0","0","1","2","9","1","1"
"SLC35D1","1.533e-05","0","0","2","0","0","0","0","11","1","0"
"SLC35D2","1.01e-05","0","0","1","0","0","0","2","5","1","6"
"SLC35D3","2.422e-05","0","0","1","0","0","0","1","9","2","3"
"SLC35E1","1.547e-05","0","0","0","0","0","0","1","5","3","2"
"SLC35E2","1.681e-05","0","0","2","0","0","0","0","0","0","0"
"SLC35E2B","1.63e-05","0","0","0","0","0","0","0","0","0","0"
"SLC35E3","1.249e-05","0","0","2","0","1","0","1","7","2","2"
"SLC35E4","1.889e-05","0","2","1","0","1","0","0","13","2","0"
"SLC35F1","1.778e-05","0","0","3","0","0","0","0","1","0","0"
"SLC35F2","1.412e-05","0","1","5","0","0","0","1","4","3","0"
"SLC35F3","2.72e-05","0","0","0","0","0","0","2","15","1","1"
"SLC35F4","1.591e-05","0","0","1","0","1","0","3","10","1","0"
"SLC35F5","1.783e-05","0","0","3","2","0","0","1","6","0","3"
"SLC35G1","1.254e-05","0","0","2","1","0","0","2","6","3","4"
"SLC35G2","1.318e-05","0","0","0","0","0","0","2","3","0","0"
"SLC35G3","1.615e-05","0","1","2","0","1","0","3","16","2","3"
